student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,reading_score,writing_score
13940,17,other,public,high school,4.3,82.9,yes,30-60 min,no,mixed,81.3,67.6,72.9,74.6,c,group C,standard,completed,96,82
13941,18,male,private,high school,5.5,61.7,no,30-60 min,no,online videos,52.4,61.2,55.2,63.7,d,group E,standard,completed,43,89
13942,18,male,public,phd,7.7,88.1,yes,>60 min,no,group study,100.0,76.5,91.3,100.0,a,group C,free/reduced,completed,45,79
13943,19,other,public,post graduate,2.6,93.8,yes,30-60 min,no,textbook,44.8,49.2,73.1,54.9,e,group E,free/reduced,none,76,54
13944,16,male,public,high school,3.9,73.9,yes,30-60 min,yes,textbook,42.0,56.3,49.2,51.6,e,group D,free/reduced,none,59,89
13945,18,female,private,graduate,5.9,68.2,yes,15-30 min,yes,group study,81.8,66.0,99.1,82.2,c,group A,free/reduced,completed,72,69
13946,15,male,public,no formal,4.7,68.2,yes,<15 min,no,mixed,62.1,67.8,69.6,65.2,d,group B,free/reduced,completed,75,80
13947,19,female,public,phd,7.2,87.6,yes,15-30 min,no,coaching,100.0,100.0,100.0,95.5,a,group D,standard,completed,55,47
13948,19,male,public,post graduate,4.7,97.5,yes,<15 min,no,notes,65.8,84.2,77.7,82.7,c,group B,standard,none,94,71
13949,15,male,private,post graduate,7.4,70.0,no,>60 min,yes,notes,92.3,85.5,97.9,87.0,b,group E,standard,none,40,57
13950,17,female,private,diploma,1.6,55.3,yes,30-60 min,no,mixed,41.1,40.9,38.2,30.3,f,group C,standard,none,72,58
13951,18,male,public,no formal,6.5,52.1,yes,15-30 min,yes,coaching,72.6,80.8,96.8,79.3,c,group E,standard,none,90,65
13952,14,other,private,diploma,2.1,91.6,yes,30-60 min,no,textbook,52.5,67.1,48.1,55.3,d,group A,free/reduced,completed,87,70
13953,18,female,public,graduate,0.9,65.5,yes,30-60 min,yes,notes,44.5,32.2,41.1,37.2,f,group D,standard,none,50,40
13954,18,female,public,high school,1.3,91.2,yes,>60 min,yes,group study,33.3,58.6,59.4,42.4,e,group E,standard,completed,68,69
13955,19,female,private,diploma,4.9,55.8,yes,<15 min,no,textbook,69.2,68.6,61.8,69.0,d,group C,standard,none,82,90
13956,15,other,public,no formal,2.7,52.0,yes,30-60 min,yes,group study,41.1,49.4,34.9,42.3,e,group C,free/reduced,none,71,46
13957,18,other,private,graduate,1.6,65.5,yes,<15 min,yes,mixed,46.5,44.1,48.9,42.6,e,group D,standard,none,41,60
13958,18,male,public,high school,5.2,65.8,no,15-30 min,no,mixed,70.3,79.7,67.5,68.6,d,group E,free/reduced,none,50,86
13959,14,other,public,phd,4.2,99.9,yes,15-30 min,yes,notes,64.0,82.6,67.7,65.0,d,group C,standard,completed,86,67
13960,18,female,public,post graduate,3.4,61.9,yes,<15 min,yes,notes,50.5,48.4,42.9,50.9,e,group B,free/reduced,none,81,98
13961,17,other,public,graduate,4.5,87.1,no,>60 min,yes,online videos,72.2,68.3,77.6,76.6,c,group D,standard,none,95,79
13962,19,other,public,high school,7.0,96.0,yes,30-60 min,yes,textbook,100.0,81.0,100.0,100.0,a,group D,free/reduced,none,73,71
13963,14,other,private,post graduate,5.9,89.1,yes,>60 min,yes,group study,93.0,91.5,91.0,90.9,b,group A,standard,none,53,52
13964,19,other,public,phd,4.2,98.7,yes,30-60 min,no,group study,71.7,70.6,82.3,70.3,c,group A,free/reduced,none,83,44
13965,17,male,private,graduate,6.7,58.4,yes,15-30 min,yes,mixed,87.0,86.3,54.1,71.6,c,group E,standard,completed,40,86
13966,15,other,private,post graduate,7.0,84.2,yes,15-30 min,no,coaching,90.0,86.0,86.9,81.7,c,group A,standard,completed,52,75
13967,16,other,public,phd,3.3,76.1,yes,<15 min,yes,notes,61.3,46.9,70.6,66.5,d,group D,free/reduced,none,80,64
13968,18,male,private,phd,1.6,93.5,no,>60 min,yes,mixed,74.8,47.4,52.7,52.8,e,group E,free/reduced,none,44,96
13969,19,male,public,no formal,1.4,87.1,yes,>60 min,yes,online videos,41.5,42.0,63.5,45.3,e,group A,free/reduced,none,49,69
13970,15,female,public,phd,5.3,88.9,yes,30-60 min,yes,coaching,100.0,81.7,84.0,82.3,c,group A,free/reduced,completed,50,66
13971,19,female,public,post graduate,7.5,69.3,no,>60 min,yes,textbook,46.8,86.8,76.3,81.1,c,group A,free/reduced,completed,76,51
13972,17,other,public,post graduate,0.8,83.8,yes,>60 min,no,mixed,37.0,36.8,45.8,41.9,e,group B,standard,completed,40,73
13973,15,female,private,high school,4.2,94.1,yes,30-60 min,no,notes,73.6,83.0,59.2,74.6,c,group D,standard,completed,46,42
13974,17,male,public,diploma,2.0,59.9,yes,30-60 min,no,mixed,32.9,49.0,30.3,34.6,f,group B,free/reduced,none,92,53
13975,18,female,private,phd,4.5,51.6,yes,15-30 min,yes,online videos,50.8,44.6,45.4,53.6,e,group A,standard,none,74,82
13976,14,other,public,phd,6.9,65.6,yes,<15 min,yes,coaching,76.9,96.8,51.1,71.7,c,group A,free/reduced,completed,50,94
13977,14,other,public,no formal,6.4,93.2,yes,15-30 min,yes,coaching,90.8,100.0,89.2,96.0,a,group E,standard,none,85,86
13978,14,male,private,diploma,7.8,73.2,yes,>60 min,no,textbook,90.2,85.2,94.8,89.3,b,group C,standard,none,46,54
13979,17,other,public,graduate,4.1,62.8,yes,<15 min,no,notes,58.5,47.9,55.4,55.3,d,group E,free/reduced,none,48,73
13980,14,male,public,no formal,5.5,95.5,yes,30-60 min,yes,group study,100.0,88.4,92.1,79.9,c,group A,standard,completed,58,97
13981,19,other,private,high school,7.2,52.1,yes,15-30 min,yes,coaching,100.0,100.0,83.7,88.4,b,group E,standard,none,56,48
13982,14,other,public,graduate,5.7,90.3,yes,30-60 min,yes,group study,88.6,84.2,73.5,82.3,c,group A,free/reduced,none,99,46
13983,14,male,private,graduate,7.7,90.0,yes,30-60 min,no,group study,100.0,100.0,100.0,98.1,a,group B,free/reduced,completed,78,91
13984,15,other,public,no formal,2.3,76.0,no,30-60 min,yes,group study,27.3,66.6,57.6,49.1,e,group C,free/reduced,completed,53,86
13985,18,female,public,diploma,1.5,63.2,yes,30-60 min,yes,online videos,15.1,44.2,32.5,29.8,f,group D,standard,none,40,52
13986,19,other,private,graduate,1.6,71.7,no,>60 min,no,coaching,39.8,56.1,40.5,41.8,e,group C,free/reduced,none,58,46
13987,15,male,public,phd,6.9,67.7,no,<15 min,yes,textbook,65.2,74.6,82.9,75.8,c,group D,standard,completed,44,47
13988,17,other,public,phd,0.9,57.1,yes,>60 min,yes,notes,35.7,26.3,27.5,30.0,f,group A,free/reduced,completed,59,48
13989,18,other,private,high school,6.6,79.8,yes,30-60 min,no,textbook,96.9,84.0,95.7,87.8,b,group E,standard,none,48,69
13990,18,male,private,post graduate,4.0,59.8,yes,15-30 min,yes,notes,58.0,55.9,52.1,60.0,d,group B,free/reduced,none,98,99
13991,14,female,private,graduate,5.7,99.8,yes,>60 min,yes,group study,73.3,75.3,78.8,80.9,c,group D,standard,completed,90,88
13992,19,female,public,high school,6.1,78.7,yes,>60 min,yes,textbook,85.0,57.3,68.6,71.1,c,group B,free/reduced,none,66,51
13993,19,male,private,graduate,3.7,55.8,yes,<15 min,no,textbook,32.3,71.6,66.6,50.8,e,group D,free/reduced,completed,40,43
13994,18,other,public,no formal,1.6,80.7,no,<15 min,yes,group study,34.8,30.9,42.8,37.6,f,group E,standard,completed,80,64
13995,17,male,private,no formal,5.1,69.0,yes,>60 min,no,online videos,51.7,59.3,38.3,61.7,d,group E,free/reduced,none,48,73
13996,16,male,public,diploma,7.7,59.3,yes,15-30 min,yes,mixed,93.7,93.5,100.0,94.2,b,group B,free/reduced,none,68,46
13997,19,female,private,high school,0.7,64.9,yes,>60 min,no,group study,32.6,35.0,44.9,36.1,f,group D,free/reduced,none,61,76
13998,19,female,private,no formal,2.2,62.8,yes,>60 min,yes,coaching,31.9,31.1,48.6,33.8,f,group D,standard,none,70,95
13999,17,male,public,no formal,7.1,79.1,yes,<15 min,yes,notes,88.6,89.7,96.7,85.7,b,group B,standard,none,80,71
14000,18,other,public,graduate,1.0,63.8,yes,30-60 min,yes,online videos,44.2,28.5,16.0,24.8,f,group E,standard,none,79,91
14001,16,male,public,no formal,0.6,52.4,yes,30-60 min,no,notes,41.4,34.6,23.6,30.5,f,group A,standard,none,83,91
14002,18,male,public,post graduate,7.1,90.9,yes,<15 min,no,mixed,97.0,94.9,89.6,100.0,a,group D,standard,none,56,81
14003,14,female,public,no formal,6.3,64.3,yes,15-30 min,no,notes,80.4,80.2,87.1,85.7,b,group D,free/reduced,completed,45,56
14004,19,other,public,graduate,2.4,65.2,yes,15-30 min,no,textbook,42.5,52.2,20.3,38.2,f,group B,standard,none,48,43
14005,17,male,public,no formal,7.7,71.7,yes,30-60 min,no,coaching,79.6,100.0,98.4,94.9,b,group E,free/reduced,completed,62,51
14006,17,female,public,graduate,5.8,89.7,no,30-60 min,no,online videos,53.0,80.9,75.5,74.2,c,group B,standard,completed,67,40
14007,15,other,public,no formal,1.4,80.8,yes,<15 min,yes,group study,53.1,52.7,44.2,51.6,e,group E,free/reduced,completed,54,83
14008,17,other,public,diploma,4.0,54.4,yes,15-30 min,no,coaching,45.3,42.8,64.9,46.3,e,group E,standard,none,62,47
14009,14,male,public,graduate,7.0,73.0,yes,15-30 min,yes,coaching,89.7,89.9,83.8,75.5,c,group E,standard,completed,43,69
14010,19,female,private,high school,5.5,87.8,no,<15 min,no,mixed,71.6,80.8,42.2,73.0,c,group A,free/reduced,completed,86,90
14011,18,other,private,no formal,4.9,52.0,yes,>60 min,no,group study,60.7,68.2,59.8,52.6,e,group C,free/reduced,completed,88,85
14012,16,other,private,graduate,3.6,52.0,yes,>60 min,yes,coaching,47.1,36.2,38.8,42.2,e,group B,free/reduced,completed,81,46
14013,19,female,private,graduate,2.4,85.1,yes,<15 min,yes,group study,58.3,61.5,56.9,58.5,d,group C,standard,completed,72,47
14014,18,other,private,diploma,5.1,75.1,no,<15 min,yes,coaching,62.6,76.5,83.4,73.8,c,group B,standard,none,95,97
14015,14,female,private,no formal,1.7,58.2,yes,15-30 min,no,textbook,26.8,29.6,27.5,27.4,f,group A,free/reduced,completed,45,95
14016,14,male,private,high school,6.6,83.5,yes,<15 min,no,coaching,72.3,95.4,80.7,84.0,c,group D,free/reduced,completed,40,91
14017,15,female,public,high school,2.1,54.1,yes,<15 min,yes,coaching,31.3,23.7,26.9,38.3,f,group D,standard,none,80,97
14018,14,female,public,graduate,1.4,72.2,yes,30-60 min,no,online videos,25.1,12.6,39.0,38.0,f,group B,standard,none,68,53
14019,17,other,private,high school,1.0,91.0,yes,>60 min,yes,online videos,49.9,48.9,33.0,37.7,f,group B,standard,none,68,94
14020,17,other,private,diploma,6.6,58.9,no,30-60 min,no,coaching,80.3,81.9,87.0,81.5,c,group A,standard,none,74,78
14021,17,female,private,high school,4.0,79.5,yes,30-60 min,yes,group study,51.3,72.0,65.2,61.3,d,group E,standard,completed,50,93
14022,14,other,public,high school,3.5,68.5,no,<15 min,no,textbook,34.0,45.6,68.8,46.4,e,group B,free/reduced,none,94,56
14023,19,male,public,post graduate,4.4,94.7,yes,<15 min,no,online videos,91.0,70.6,73.2,81.1,c,group E,free/reduced,none,44,42
14024,19,other,public,diploma,4.9,82.3,yes,30-60 min,yes,mixed,78.6,70.7,63.9,71.0,c,group D,free/reduced,completed,60,95
14025,17,male,private,graduate,7.1,68.0,yes,30-60 min,no,group study,68.9,79.7,87.4,81.8,c,group D,free/reduced,completed,89,46
14026,14,female,private,high school,3.1,74.5,yes,<15 min,no,mixed,62.8,53.1,49.1,57.0,d,group E,free/reduced,none,52,82
14027,16,other,private,no formal,1.9,76.3,yes,30-60 min,no,mixed,34.3,57.6,31.3,40.5,e,group A,standard,completed,97,60
14028,18,female,public,post graduate,7.0,99.2,yes,>60 min,no,notes,100.0,100.0,82.5,94.3,b,group D,free/reduced,none,63,42
14029,18,other,private,post graduate,4.1,87.3,yes,30-60 min,no,notes,52.7,61.5,84.6,68.2,d,group E,free/reduced,completed,90,81
14030,15,female,public,no formal,4.8,85.7,yes,30-60 min,no,online videos,69.4,65.7,64.5,69.3,d,group B,free/reduced,completed,88,85
14031,18,male,public,phd,1.7,99.2,no,30-60 min,no,online videos,61.9,70.0,58.3,58.5,d,group A,standard,completed,45,40
14032,19,female,private,phd,7.0,57.7,yes,30-60 min,no,coaching,85.3,67.1,60.5,70.0,d,group E,free/reduced,completed,72,83
14033,17,male,public,phd,7.5,73.4,yes,30-60 min,yes,mixed,81.3,92.8,95.2,88.5,b,group C,standard,completed,61,67
14034,16,female,public,diploma,3.9,98.1,yes,30-60 min,no,notes,57.6,78.4,71.4,67.5,d,group E,free/reduced,none,69,83
14035,17,female,private,post graduate,0.7,92.6,yes,<15 min,yes,online videos,40.5,74.0,57.0,52.6,e,group E,free/reduced,completed,95,95
14036,14,male,public,no formal,0.7,60.2,yes,<15 min,no,group study,27.4,30.9,30.9,36.5,f,group E,standard,none,42,92
14037,17,female,private,graduate,2.8,71.1,yes,15-30 min,yes,notes,70.8,67.7,60.1,58.0,d,group C,free/reduced,completed,71,51
14038,14,male,private,no formal,4.2,59.4,yes,<15 min,no,online videos,45.4,56.6,56.6,55.5,d,group C,free/reduced,completed,94,49
14039,14,male,public,phd,3.7,85.0,yes,15-30 min,no,mixed,59.2,59.1,57.1,56.6,d,group C,free/reduced,none,56,82
14040,17,female,public,phd,4.8,80.9,yes,15-30 min,yes,textbook,79.8,80.2,87.1,77.4,c,group E,standard,none,67,66
14041,17,other,private,no formal,2.4,79.1,yes,15-30 min,no,notes,40.9,58.0,50.8,52.6,e,group B,free/reduced,none,56,82
14042,19,male,public,graduate,2.1,95.2,no,30-60 min,yes,notes,61.2,76.4,61.8,56.1,d,group B,standard,none,64,86
14043,17,male,public,graduate,7.8,55.0,yes,15-30 min,no,coaching,100.0,96.3,86.4,94.0,b,group A,standard,none,85,63
14044,19,male,public,post graduate,2.6,97.0,yes,>60 min,yes,mixed,48.6,65.6,59.3,54.2,e,group E,standard,completed,44,42
14045,18,female,public,diploma,7.6,74.2,yes,<15 min,no,mixed,94.2,92.8,87.4,96.3,a,group A,standard,none,93,46
14046,16,male,private,phd,4.8,51.4,yes,15-30 min,no,online videos,45.2,52.0,85.6,49.1,e,group E,standard,completed,70,83
14047,19,female,public,diploma,1.0,95.7,yes,>60 min,no,online videos,25.7,18.2,45.2,37.6,f,group B,standard,none,87,77
14048,16,other,private,high school,5.0,96.6,yes,>60 min,no,notes,90.6,62.7,76.9,86.6,b,group E,standard,completed,76,67
14049,17,male,private,post graduate,7.9,97.2,no,>60 min,no,textbook,99.4,100.0,100.0,100.0,a,group A,free/reduced,completed,98,50
14050,14,other,private,graduate,6.8,91.7,yes,<15 min,yes,mixed,92.7,100.0,90.2,90.8,b,group D,standard,completed,61,54
14051,15,female,private,no formal,2.8,63.9,yes,15-30 min,yes,notes,29.9,44.6,53.3,51.8,e,group A,free/reduced,completed,79,80
14052,17,female,public,graduate,1.2,64.3,yes,15-30 min,yes,textbook,48.6,50.4,37.2,45.2,e,group E,standard,none,54,57
14053,15,female,public,high school,4.0,66.4,yes,<15 min,no,notes,72.2,68.0,38.7,59.5,d,group C,standard,completed,40,42
14054,17,other,public,phd,1.2,61.3,yes,15-30 min,yes,group study,23.2,36.2,45.2,29.4,f,group B,standard,completed,76,59
14055,14,female,private,phd,2.7,95.4,yes,<15 min,yes,coaching,50.2,35.4,58.7,59.2,d,group D,free/reduced,none,50,77
14056,15,other,public,diploma,7.4,76.7,yes,15-30 min,no,mixed,90.3,71.4,91.2,83.2,c,group D,standard,none,91,54
14057,17,male,public,phd,5.4,63.3,yes,30-60 min,no,group study,53.0,62.4,53.6,65.5,d,group D,standard,none,80,52
14058,17,male,private,phd,6.4,88.6,yes,>60 min,yes,coaching,57.6,74.0,90.5,82.4,c,group C,standard,completed,52,67
14059,19,female,private,post graduate,4.6,81.4,no,<15 min,no,notes,73.2,67.7,71.4,71.7,c,group C,standard,completed,62,77
14060,19,male,private,graduate,1.8,69.0,yes,15-30 min,no,mixed,38.1,32.9,43.4,44.2,e,group D,standard,none,80,40
14061,18,male,public,phd,1.6,95.7,yes,15-30 min,yes,mixed,63.0,65.1,44.1,56.8,d,group D,free/reduced,none,59,88
14062,14,male,private,phd,6.2,77.8,yes,>60 min,no,textbook,85.1,86.5,84.5,84.6,c,group E,free/reduced,completed,87,68
14063,17,male,private,diploma,3.7,81.4,no,15-30 min,no,mixed,75.9,62.1,78.0,69.4,d,group B,free/reduced,completed,99,67
14064,15,male,public,no formal,4.2,51.6,yes,>60 min,yes,textbook,45.9,41.8,44.2,44.7,e,group A,standard,none,93,96
14065,15,other,public,graduate,1.8,81.5,yes,15-30 min,yes,notes,54.4,47.3,64.8,46.1,e,group B,standard,completed,85,66
14066,15,female,private,diploma,3.2,70.6,no,30-60 min,no,mixed,77.1,60.9,51.0,45.8,e,group D,free/reduced,none,51,96
14067,16,male,public,diploma,1.5,87.4,yes,>60 min,no,notes,36.5,35.6,58.9,40.8,e,group E,free/reduced,completed,79,45
14068,14,male,public,high school,2.0,52.2,no,15-30 min,yes,textbook,37.2,42.8,32.0,39.1,f,group D,standard,completed,67,45
14069,17,other,private,post graduate,7.2,69.3,yes,>60 min,yes,group study,80.8,83.4,80.4,92.0,b,group A,standard,none,59,69
14070,14,other,public,phd,5.9,53.3,yes,<15 min,yes,notes,61.9,50.4,59.4,64.5,d,group E,standard,completed,51,59
14071,17,male,private,graduate,6.9,96.6,yes,>60 min,yes,coaching,84.5,100.0,77.0,84.6,c,group E,free/reduced,none,50,41
14072,17,female,public,high school,7.1,71.0,yes,30-60 min,no,coaching,76.8,73.1,76.0,80.9,c,group D,standard,completed,46,85
14073,15,male,private,no formal,4.9,57.0,yes,<15 min,no,textbook,56.8,42.9,58.5,56.0,d,group B,standard,completed,70,53
14074,14,female,private,post graduate,2.8,87.2,no,>60 min,no,mixed,57.4,59.0,59.9,56.3,d,group B,standard,completed,46,80
14075,18,female,public,no formal,4.2,94.1,yes,>60 min,yes,group study,64.1,52.7,55.9,61.8,d,group E,free/reduced,completed,63,88
14076,18,other,private,no formal,0.6,88.8,yes,<15 min,no,textbook,30.2,38.3,36.7,34.5,f,group C,standard,none,96,51
14077,15,female,public,high school,6.6,92.5,yes,15-30 min,no,coaching,70.8,75.0,76.6,86.9,b,group B,standard,none,87,73
14078,19,other,public,high school,6.5,92.3,yes,>60 min,yes,notes,99.2,100.0,90.4,92.4,b,group A,free/reduced,none,72,88
14079,15,other,private,diploma,4.3,99.5,yes,15-30 min,no,mixed,62.0,61.0,59.7,65.3,d,group B,standard,none,83,94
14080,19,other,private,high school,3.3,68.2,yes,>60 min,yes,mixed,52.7,43.0,37.9,45.2,e,group A,standard,completed,58,64
14081,14,other,private,high school,1.8,67.4,no,15-30 min,no,mixed,29.0,43.4,40.8,32.9,f,group B,free/reduced,completed,69,50
14082,17,other,public,post graduate,1.1,55.6,yes,30-60 min,no,online videos,12.7,35.5,23.0,26.8,f,group D,free/reduced,none,79,97
14083,14,male,public,post graduate,2.9,92.9,yes,<15 min,yes,textbook,47.4,54.5,54.3,50.7,e,group D,free/reduced,completed,78,53
14084,15,other,public,high school,7.5,96.5,yes,30-60 min,yes,online videos,80.9,100.0,92.4,100.0,a,group D,free/reduced,none,84,99
14085,16,other,public,diploma,1.0,64.1,yes,>60 min,yes,online videos,19.9,33.8,30.6,29.7,f,group E,free/reduced,none,95,57
14086,14,female,public,post graduate,7.6,80.8,yes,>60 min,yes,mixed,85.8,72.5,93.6,89.0,b,group A,standard,none,55,82
14087,16,other,public,phd,4.5,62.2,yes,15-30 min,no,online videos,49.7,62.3,72.6,62.1,d,group E,standard,completed,98,90
14088,15,other,public,post graduate,3.8,93.1,yes,>60 min,no,coaching,65.1,66.8,62.9,67.5,d,group E,free/reduced,completed,92,98
14089,14,male,private,graduate,1.4,50.3,no,15-30 min,yes,group study,25.8,22.6,24.2,35.5,f,group E,free/reduced,completed,78,70
14090,19,male,private,phd,1.0,84.8,yes,30-60 min,yes,online videos,46.5,47.7,40.5,41.0,e,group C,free/reduced,none,70,93
14091,19,other,public,post graduate,4.6,77.1,yes,>60 min,yes,coaching,40.1,46.5,45.0,60.3,d,group E,standard,completed,64,94
14092,19,female,public,post graduate,5.0,64.3,yes,<15 min,yes,online videos,69.1,64.1,73.7,66.7,d,group B,standard,none,89,71
14093,14,other,public,no formal,3.8,96.2,yes,30-60 min,yes,online videos,75.4,67.6,75.2,76.9,c,group A,standard,completed,50,59
14094,16,female,public,graduate,2.7,74.0,yes,>60 min,no,mixed,33.9,50.0,28.2,41.3,e,group E,standard,completed,76,44
14095,15,female,private,high school,0.6,76.2,yes,15-30 min,yes,mixed,24.7,10.2,21.6,26.7,f,group E,standard,none,98,67
14096,15,male,public,graduate,2.5,54.2,yes,15-30 min,no,group study,54.5,54.1,59.4,51.0,e,group A,free/reduced,none,85,47
14097,16,male,public,graduate,5.9,70.6,yes,30-60 min,no,notes,54.7,91.8,68.4,79.0,c,group B,standard,none,40,91
14098,17,male,private,no formal,5.0,58.0,yes,30-60 min,yes,online videos,72.4,55.8,72.8,66.6,d,group A,standard,completed,74,72
14099,16,female,public,diploma,1.7,77.7,yes,<15 min,yes,textbook,50.7,36.8,50.9,34.8,f,group B,free/reduced,completed,88,46
14100,15,male,private,graduate,6.5,78.9,yes,30-60 min,no,online videos,66.5,63.9,90.9,80.3,c,group B,standard,none,63,43
14101,19,other,public,no formal,1.6,62.2,yes,>60 min,no,notes,56.2,29.4,42.5,38.6,f,group C,standard,completed,44,51
14102,19,male,private,phd,6.5,97.2,yes,15-30 min,yes,mixed,93.3,74.5,83.9,84.3,c,group E,standard,completed,78,77
14103,15,other,public,phd,4.3,65.1,no,>60 min,yes,group study,44.9,73.4,44.5,52.5,e,group C,standard,none,53,65
14104,15,male,public,no formal,5.9,82.7,yes,<15 min,no,mixed,85.8,75.9,94.1,84.9,c,group E,standard,completed,44,44
14105,17,male,public,no formal,1.1,99.0,yes,<15 min,no,textbook,36.0,34.8,48.4,42.1,e,group C,free/reduced,completed,92,52
14106,16,female,public,no formal,6.1,90.2,yes,30-60 min,no,coaching,94.0,94.5,100.0,92.7,b,group E,standard,completed,60,76
14107,19,other,public,diploma,5.9,87.3,yes,15-30 min,yes,coaching,99.1,75.7,85.6,82.4,c,group E,free/reduced,completed,73,58
14108,16,other,public,graduate,1.8,53.0,yes,15-30 min,no,textbook,33.3,38.4,29.3,27.9,f,group C,standard,completed,61,94
14109,14,female,private,high school,1.5,76.2,no,15-30 min,no,mixed,40.6,44.4,55.3,43.7,e,group C,free/reduced,completed,65,51
14110,14,female,private,phd,6.1,87.7,no,>60 min,no,textbook,85.1,79.3,92.4,81.2,c,group A,free/reduced,none,61,52
14111,14,other,public,high school,3.6,83.0,yes,15-30 min,yes,coaching,54.5,65.1,48.9,68.5,d,group D,standard,completed,60,63
14112,16,other,public,high school,5.4,78.4,yes,<15 min,yes,notes,97.8,71.1,94.6,81.9,c,group D,free/reduced,completed,69,52
14113,15,other,public,graduate,0.6,96.1,no,<15 min,no,mixed,34.4,48.7,44.7,36.7,f,group C,standard,completed,93,76
14114,19,male,private,phd,1.9,78.0,yes,>60 min,yes,mixed,41.5,50.2,39.9,43.9,e,group A,standard,completed,63,46
14115,19,female,private,high school,6.1,91.9,yes,15-30 min,no,notes,80.0,96.2,80.1,77.9,c,group D,standard,none,76,51
14116,14,other,private,diploma,2.0,94.3,yes,15-30 min,no,mixed,49.7,64.6,64.4,54.6,e,group B,standard,completed,99,73
14117,19,female,private,diploma,1.1,89.3,yes,>60 min,yes,group study,41.0,44.5,62.1,49.5,e,group A,standard,none,71,84
14118,17,male,private,diploma,1.8,57.5,yes,<15 min,yes,coaching,49.6,40.7,53.2,46.3,e,group A,free/reduced,none,87,96
14119,15,female,private,diploma,6.7,88.8,yes,>60 min,no,mixed,92.6,100.0,99.7,96.1,a,group C,free/reduced,completed,80,41
14120,16,male,private,phd,3.1,89.4,no,15-30 min,yes,group study,47.1,56.9,65.2,58.6,d,group E,free/reduced,completed,43,56
14121,16,female,private,no formal,4.5,83.7,yes,>60 min,no,coaching,84.5,74.8,81.4,74.6,c,group C,free/reduced,none,46,99
14122,15,female,public,diploma,4.8,68.6,yes,<15 min,yes,online videos,47.6,70.0,96.4,72.3,c,group A,free/reduced,none,67,40
14123,19,other,private,high school,3.3,64.5,yes,15-30 min,yes,coaching,41.6,53.5,67.7,53.7,e,group B,free/reduced,none,60,97
14124,14,other,public,graduate,1.2,82.5,yes,30-60 min,no,coaching,49.5,44.2,48.1,41.5,e,group B,standard,none,52,93
14125,14,other,private,post graduate,2.4,86.5,no,15-30 min,yes,group study,54.4,70.5,49.0,57.4,d,group D,standard,completed,73,96
14126,15,other,public,phd,1.7,96.0,no,>60 min,no,mixed,57.9,73.2,53.3,45.7,e,group A,free/reduced,none,97,66
14127,14,male,public,diploma,7.3,67.1,yes,15-30 min,yes,textbook,92.5,79.8,78.8,81.2,c,group B,standard,none,67,96
14128,14,other,public,high school,6.1,64.5,no,>60 min,no,group study,74.7,63.5,63.4,65.3,d,group E,free/reduced,completed,93,80
14129,16,female,private,phd,6.7,87.1,no,>60 min,yes,mixed,100.0,98.1,88.9,97.8,a,group D,standard,none,63,90
14130,16,other,private,no formal,6.6,98.9,yes,15-30 min,yes,coaching,86.7,95.7,90.9,89.2,b,group B,standard,none,61,83
14131,14,male,public,no formal,0.5,64.5,yes,30-60 min,no,notes,23.8,22.6,26.7,25.1,f,group D,free/reduced,none,80,74
14132,18,female,public,phd,6.1,63.7,yes,15-30 min,yes,mixed,80.0,64.2,95.3,79.6,c,group C,standard,none,47,67
14133,19,male,public,phd,4.1,94.7,yes,15-30 min,yes,textbook,71.0,45.7,58.3,60.9,d,group C,standard,none,74,40
14134,18,female,private,graduate,6.3,63.2,yes,15-30 min,yes,coaching,63.0,84.7,72.5,68.6,d,group A,standard,completed,75,61
14135,17,male,private,high school,7.7,70.8,yes,15-30 min,no,online videos,91.2,76.5,91.7,82.2,c,group E,free/reduced,completed,61,62
14136,19,male,private,phd,3.2,99.6,no,<15 min,yes,online videos,68.9,58.1,73.9,68.1,d,group C,free/reduced,completed,44,56
14137,16,male,public,phd,5.0,90.0,yes,>60 min,no,online videos,86.8,100.0,77.7,76.8,c,group D,standard,none,91,59
14138,16,male,public,phd,2.8,62.5,yes,<15 min,no,textbook,66.2,63.2,71.6,57.1,d,group B,standard,none,62,46
14139,14,other,private,post graduate,7.2,97.6,no,30-60 min,no,coaching,86.3,83.0,59.0,87.7,b,group E,free/reduced,completed,60,86
14140,18,other,public,graduate,2.4,92.2,yes,30-60 min,yes,coaching,80.6,52.1,80.5,64.2,d,group D,free/reduced,completed,81,99
14141,14,male,private,diploma,3.1,98.7,yes,>60 min,yes,textbook,70.6,74.7,40.5,61.2,d,group A,standard,none,72,79
14142,17,other,public,diploma,7.2,70.2,yes,30-60 min,no,notes,66.5,70.7,96.6,84.5,c,group E,free/reduced,completed,59,72
14143,18,female,public,graduate,1.3,83.4,yes,<15 min,no,notes,19.2,25.7,47.8,39.9,f,group D,free/reduced,none,99,55
14144,15,male,public,diploma,4.2,69.1,yes,15-30 min,no,mixed,58.7,72.9,71.7,68.8,d,group E,free/reduced,none,52,70
14145,17,other,private,phd,4.9,72.1,yes,>60 min,yes,mixed,69.3,57.7,83.5,69.6,d,group D,free/reduced,none,61,60
