student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,math_score,reading_score,writing_score
434,14,female,public,graduate,4.0,86.1,yes,<15 min,yes,notes,42.4,62.8,56.7,d,group A,free/reduced,none,47,59,50
435,16,male,public,no formal,2.3,67.7,yes,>60 min,no,coaching,50.8,58.3,52.6,e,group C,standard,none,73,66,66
436,14,other,private,diploma,3.7,53.6,no,15-30 min,no,group study,57.7,65.6,59.2,d,group C,free/reduced,completed,50,48,53
437,17,other,private,post graduate,7.8,83.4,yes,30-60 min,no,online videos,100.0,100.0,100.0,a,group D,standard,none,75,68,64
438,19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,48.8,38.2,40.5,e,group D,free/reduced,none,75,66,73
439,14,female,private,phd,5.9,72.1,yes,15-30 min,no,textbook,91.1,77.6,81.7,c,group C,standard,none,70,56,51
440,16,female,private,diploma,7.6,52.6,yes,30-60 min,yes,textbook,93.4,71.9,86.6,b,group D,standard,completed,89,88,82
441,19,female,private,high school,4.7,78.0,yes,15-30 min,no,group study,62.6,68.7,67.8,d,group C,standard,completed,67,81,79
442,15,male,public,diploma,4.2,78.0,no,<15 min,no,group study,62.6,61.2,61.8,d,group D,standard,none,78,81,80
443,14,female,public,graduate,1.4,76.5,yes,15-30 min,no,online videos,50.6,40.5,50.8,e,group A,free/reduced,none,59,73,69
444,16,other,private,post graduate,6.1,85.7,yes,>60 min,no,mixed,97.4,75.1,81.9,c,group B,standard,none,73,83,76
445,17,male,private,high school,7.3,61.4,no,>60 min,yes,online videos,66.0,67.6,75.7,c,group A,free/reduced,none,79,82,73
446,17,male,private,high school,7.9,62.1,yes,>60 min,no,textbook,75.5,67.8,80.6,c,group C,standard,completed,67,74,77
447,15,female,private,no formal,2.0,70.8,yes,15-30 min,yes,group study,60.9,57.2,41.9,e,group D,free/reduced,none,69,66,60
448,19,female,private,diploma,7.4,85.1,yes,>60 min,yes,group study,100.0,97.5,91.5,b,group C,standard,completed,86,81,80
449,17,other,public,phd,3.3,55.8,no,>60 min,no,textbook,41.8,56.8,41.3,e,group B,standard,none,47,46,42
450,15,other,private,phd,5.1,94.3,yes,<15 min,no,notes,75.7,86.4,77.5,c,group B,standard,none,81,73,72
451,19,other,public,graduate,2.2,62.6,yes,15-30 min,no,group study,46.3,48.2,37.0,f,group C,free/reduced,completed,64,85,85
452,19,female,public,graduate,2.4,56.4,yes,>60 min,no,group study,60.7,32.5,50.0,e,group E,standard,none,100,92,97
453,16,other,private,graduate,5.1,79.9,yes,<15 min,yes,notes,75.3,68.6,75.3,c,group C,free/reduced,none,65,77,74
454,14,male,public,high school,4.1,63.8,yes,15-30 min,no,online videos,76.3,68.3,56.7,d,group C,free/reduced,none,65,58,49
455,17,female,private,diploma,7.7,70.4,no,>60 min,no,group study,92.5,100.0,93.9,b,group C,free/reduced,none,53,61,62
456,17,male,private,phd,2.5,53.1,yes,<15 min,yes,group study,51.4,58.3,49.5,e,group C,free/reduced,none,37,56,47
457,14,other,private,graduate,7.1,73.2,yes,30-60 min,no,textbook,92.0,67.4,76.9,c,group D,standard,none,79,89,89
458,17,female,public,high school,4.0,65.2,no,>60 min,yes,group study,60.5,67.8,61.8,d,group D,free/reduced,none,53,54,48
459,19,female,public,no formal,1.5,58.5,yes,15-30 min,yes,coaching,50.7,19.9,32.5,f,group E,standard,none,100,100,100
460,14,male,private,post graduate,2.3,69.3,no,<15 min,yes,mixed,56.3,47.1,48.5,e,group B,standard,completed,72,65,68
461,18,other,public,phd,6.2,88.5,yes,<15 min,yes,online videos,80.9,92.0,86.9,b,group C,free/reduced,none,53,58,55
462,14,female,private,no formal,6.7,88.2,yes,>60 min,no,mixed,95.5,70.5,80.6,c,group B,free/reduced,none,54,54,45
463,18,other,private,diploma,0.8,68.0,yes,<15 min,no,group study,32.1,38.0,36.9,f,group E,standard,none,71,70,76
464,16,female,private,phd,3.6,98.7,yes,>60 min,no,textbook,50.5,59.0,61.9,d,group C,free/reduced,none,77,90,91
465,14,male,public,high school,4.2,56.3,yes,30-60 min,yes,online videos,62.6,59.7,62.3,d,group A,standard,completed,75,58,62
466,19,female,public,high school,5.1,92.7,yes,30-60 min,no,mixed,65.9,67.9,71.9,c,group C,standard,none,84,87,91
467,14,female,public,diploma,5.4,98.9,yes,30-60 min,no,group study,77.4,69.5,79.9,c,group D,free/reduced,none,26,31,38
468,17,male,private,diploma,6.7,78.6,yes,15-30 min,no,group study,87.0,82.8,91.4,b,group A,free/reduced,completed,72,67,65
469,15,male,private,diploma,2.6,53.0,yes,>60 min,no,online videos,28.4,39.7,36.9,f,group A,free/reduced,completed,77,88,85
470,19,other,public,phd,1.3,96.1,yes,>60 min,no,coaching,34.7,38.1,51.0,e,group C,standard,none,91,74,76
471,18,female,public,phd,1.9,71.8,yes,30-60 min,yes,mixed,42.4,28.9,34.3,f,group C,standard,completed,83,85,90
472,18,female,private,graduate,7.5,58.6,yes,30-60 min,no,mixed,81.2,77.8,75.0,c,group C,standard,none,63,69,74
473,16,female,private,no formal,4.6,94.6,yes,30-60 min,yes,notes,89.0,83.0,82.8,c,group C,standard,completed,68,86,84
474,16,other,private,high school,2.1,71.3,yes,<15 min,yes,coaching,39.1,28.8,36.4,f,group D,standard,none,59,67,61
475,17,male,public,high school,6.4,75.0,yes,15-30 min,yes,group study,67.5,80.9,76.2,c,group B,standard,completed,90,90,91
476,18,female,private,no formal,4.9,78.6,yes,15-30 min,yes,textbook,81.6,82.8,77.4,c,group D,standard,completed,71,76,83
477,19,male,public,diploma,3.3,95.3,yes,<15 min,no,coaching,60.0,73.6,66.0,d,group E,standard,completed,76,62,66
478,14,male,private,no formal,0.6,75.2,no,15-30 min,no,coaching,23.0,28.6,30.2,f,group D,standard,none,80,68,72
479,17,male,public,graduate,6.4,94.4,yes,30-60 min,no,group study,64.3,95.8,83.8,c,group D,standard,none,55,64,70
480,14,female,public,high school,5.9,58.5,yes,>60 min,no,notes,75.9,61.7,65.9,d,group E,standard,none,76,71,67
481,15,female,private,post graduate,2.5,80.8,yes,30-60 min,yes,mixed,41.1,35.5,48.8,e,group B,standard,completed,73,71,68
482,18,female,private,graduate,2.5,76.3,no,>60 min,yes,online videos,53.0,35.4,46.8,e,group D,free/reduced,none,52,59,56
483,15,other,private,phd,2.5,66.3,yes,30-60 min,yes,coaching,32.5,46.9,45.8,e,group C,free/reduced,none,68,68,61
484,18,female,private,diploma,5.5,60.6,no,30-60 min,yes,coaching,58.9,54.9,66.2,d,group A,standard,none,59,52,46
485,16,female,public,no formal,2.7,53.5,yes,30-60 min,no,textbook,60.2,57.9,48.6,e,group B,standard,none,49,52,54
486,15,other,public,phd,2.8,63.1,no,<15 min,yes,online videos,63.1,63.5,54.4,e,group C,standard,none,70,74,71
487,16,female,public,high school,3.3,84.0,no,>60 min,yes,notes,73.2,75.4,60.6,d,group D,free/reduced,none,61,47,56
488,17,other,private,post graduate,7.9,63.9,yes,30-60 min,yes,group study,74.8,84.4,79.3,c,group C,free/reduced,none,60,75,74
489,18,male,public,post graduate,4.0,86.4,yes,30-60 min,yes,textbook,57.7,51.8,68.2,d,group B,standard,completed,64,53,57
490,17,other,private,phd,3.3,93.8,yes,15-30 min,no,coaching,65.6,60.1,61.1,d,group A,free/reduced,completed,79,82,82
491,19,other,public,graduate,4.0,84.7,yes,>60 min,yes,online videos,44.3,58.7,60.0,d,group A,free/reduced,none,65,85,76
492,19,female,private,graduate,5.9,90.3,yes,15-30 min,yes,textbook,77.4,87.9,83.4,c,group C,standard,none,64,64,70
493,18,male,public,diploma,7.1,78.7,yes,>60 min,no,online videos,90.7,97.2,98.2,a,group C,standard,none,83,83,90
494,17,female,private,diploma,7.9,97.3,no,>60 min,no,textbook,100.0,100.0,98.2,a,group C,standard,none,81,88,90
495,15,other,private,post graduate,4.1,88.1,yes,<15 min,no,mixed,53.7,57.5,60.2,d,group B,standard,none,54,64,68
496,16,female,public,graduate,4.0,66.1,no,>60 min,no,online videos,52.4,52.4,50.7,e,group D,standard,completed,68,64,66
497,14,male,public,no formal,3.0,86.2,yes,>60 min,yes,mixed,41.9,56.8,54.9,e,group C,standard,none,54,48,52
498,16,male,private,diploma,6.3,83.6,yes,15-30 min,no,notes,95.9,86.1,85.3,b,group D,free/reduced,completed,59,78,76
499,19,female,private,phd,5.4,87.6,yes,30-60 min,yes,notes,78.1,71.0,70.8,c,group B,standard,none,66,69,68
500,16,other,public,high school,3.2,66.0,yes,>60 min,yes,mixed,52.9,53.6,57.1,d,group E,standard,none,76,71,72
501,14,female,public,diploma,4.4,75.5,yes,30-60 min,no,textbook,84.3,74.7,74.2,c,group D,standard,none,74,79,82
502,17,other,private,phd,2.0,94.0,yes,<15 min,yes,group study,77.6,57.5,63.4,d,group B,standard,completed,94,87,92
503,19,other,private,high school,5.7,98.8,yes,30-60 min,yes,notes,81.7,79.5,86.1,b,group C,free/reduced,none,63,61,54
504,19,male,public,post graduate,2.4,68.0,yes,<15 min,yes,textbook,49.6,30.4,38.4,f,group E,standard,completed,95,89,92
505,15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,online videos,61.1,60.3,61.2,d,group D,free/reduced,none,40,59,54
506,16,other,private,high school,1.0,66.5,yes,30-60 min,yes,group study,28.5,35.6,42.0,e,group B,standard,none,82,82,80
507,17,female,private,phd,2.1,85.9,yes,30-60 min,no,mixed,50.7,30.7,46.9,e,group A,standard,none,68,70,66
508,15,other,public,diploma,2.0,51.9,no,30-60 min,yes,group study,33.3,52.9,38.5,f,group B,free/reduced,none,55,59,54
509,15,other,private,high school,6.0,97.7,yes,<15 min,yes,mixed,70.4,78.8,83.3,c,group C,standard,none,79,78,77
510,15,female,public,high school,5.7,77.5,yes,30-60 min,no,online videos,82.6,74.1,80.3,c,group C,standard,none,86,92,87
511,19,male,public,high school,4.5,63.5,yes,<15 min,yes,group study,70.5,59.9,66.6,d,group D,standard,none,76,71,73
512,18,other,public,graduate,3.4,51.9,yes,<15 min,yes,coaching,64.6,37.9,44.8,e,group A,standard,none,64,50,43
513,19,female,public,high school,7.2,78.0,yes,15-30 min,yes,mixed,77.8,72.7,79.2,c,group D,free/reduced,none,62,49,52
514,18,male,private,diploma,7.1,79.3,yes,15-30 min,yes,group study,74.1,80.8,86.5,b,group B,standard,completed,54,61,62
515,19,female,public,post graduate,5.0,84.8,yes,<15 min,no,textbook,63.8,76.3,68.3,d,group B,free/reduced,completed,77,97,94
516,14,male,public,phd,5.4,76.3,yes,30-60 min,yes,notes,82.6,69.0,72.1,c,group C,standard,completed,76,87,85
517,19,male,public,post graduate,6.5,75.8,yes,30-60 min,yes,textbook,100.0,100.0,92.0,b,group D,standard,none,74,89,84
518,14,female,public,graduate,5.9,65.2,yes,30-60 min,yes,online videos,72.8,74.2,63.9,d,group E,standard,completed,66,74,73
519,16,female,private,post graduate,2.2,59.7,yes,15-30 min,no,mixed,42.5,17.7,38.1,f,group D,standard,completed,66,78,78
520,17,female,public,diploma,4.3,62.6,yes,15-30 min,yes,textbook,55.1,64.4,59.4,d,group B,free/reduced,completed,67,78,79
521,16,other,public,high school,1.6,68.7,yes,15-30 min,no,group study,34.8,30.1,39.9,f,group D,standard,none,71,49,52
522,14,female,public,post graduate,6.6,88.7,no,30-60 min,yes,textbook,87.6,93.9,82.5,c,group C,standard,none,91,86,84
523,15,other,public,no formal,5.4,55.9,no,30-60 min,no,online videos,73.2,66.1,71.0,c,group D,standard,none,69,58,57
524,18,other,private,phd,7.8,82.2,yes,30-60 min,no,online videos,75.6,86.4,91.1,b,group C,free/reduced,none,54,59,50
525,15,other,public,diploma,1.5,51.9,yes,15-30 min,yes,textbook,13.7,25.7,26.1,f,group C,standard,completed,53,52,49
526,15,male,public,post graduate,4.3,52.2,yes,30-60 min,no,online videos,60.0,68.4,62.4,d,group E,standard,none,68,60,59
527,19,other,private,no formal,5.9,63.7,yes,15-30 min,yes,group study,79.3,65.5,78.7,c,group C,free/reduced,completed,56,61,60
528,14,male,public,diploma,7.0,67.9,yes,30-60 min,yes,notes,78.3,86.6,84.5,c,group C,free/reduced,none,36,53,43
529,19,female,public,diploma,6.9,59.5,yes,30-60 min,yes,mixed,77.0,85.7,73.5,c,group D,free/reduced,none,29,41,47
530,19,female,public,diploma,2.0,94.3,yes,15-30 min,no,group study,65.3,64.7,62.6,d,group C,standard,none,62,74,70
531,17,male,public,graduate,7.9,65.2,no,15-30 min,no,coaching,88.8,85.6,84.9,c,group C,standard,completed,68,67,73
532,14,male,public,graduate,7.9,73.4,yes,15-30 min,no,group study,100.0,82.9,92.2,b,group C,standard,none,47,54,53
533,14,other,public,phd,7.8,99.7,yes,>60 min,yes,coaching,89.1,100.0,100.0,a,group E,standard,completed,62,61,58
534,15,other,public,post graduate,5.1,62.7,yes,<15 min,no,notes,72.3,77.2,71.1,c,group E,standard,completed,79,88,94
535,17,male,public,high school,6.7,80.9,yes,>60 min,no,group study,87.7,87.1,85.6,b,group B,standard,completed,73,69,68
536,14,female,public,phd,1.1,87.3,yes,<15 min,no,mixed,49.8,44.7,42.8,e,group C,free/reduced,completed,66,83,83
537,16,male,private,diploma,2.4,63.6,yes,30-60 min,no,mixed,40.4,47.3,40.5,e,group C,standard,completed,51,60,58
538,14,other,public,diploma,1.2,52.9,yes,30-60 min,no,group study,28.1,38.4,36.6,f,group D,standard,none,51,66,62
539,17,other,public,no formal,4.3,89.6,yes,30-60 min,yes,online videos,78.6,72.6,79.2,c,group E,standard,completed,85,66,71
540,14,other,public,post graduate,7.7,64.5,yes,>60 min,yes,textbook,94.4,97.9,94.6,b,group A,standard,completed,97,92,86
541,18,female,private,phd,5.4,66.1,yes,>60 min,no,mixed,69.4,60.3,68.7,d,group C,standard,completed,75,69,68
542,14,male,public,high school,4.0,70.7,yes,>60 min,no,online videos,84.0,71.8,69.6,d,group D,free/reduced,completed,79,82,80
543,15,male,public,phd,6.4,52.0,yes,30-60 min,yes,mixed,56.5,55.0,62.3,d,group C,standard,none,81,77,79
544,15,male,private,no formal,4.6,92.6,yes,30-60 min,no,textbook,72.8,95.2,70.2,c,group D,standard,none,82,95,89
545,18,other,public,phd,3.9,93.2,yes,30-60 min,yes,group study,55.8,88.4,74.3,c,group D,standard,none,64,63,66
546,14,male,public,high school,5.2,93.6,yes,30-60 min,no,textbook,79.9,97.3,88.2,b,group E,free/reduced,completed,78,83,80
547,16,other,public,diploma,4.3,59.1,no,30-60 min,yes,notes,62.3,71.0,67.4,d,group A,standard,completed,92,100,97
548,17,other,private,no formal,5.3,98.8,yes,>60 min,no,textbook,78.6,82.2,82.1,c,group C,standard,completed,72,67,64
549,17,male,private,phd,6.5,83.1,no,15-30 min,no,notes,100.0,78.2,94.3,b,group C,free/reduced,none,62,67,64
550,18,other,private,graduate,4.0,79.6,yes,>60 min,yes,group study,76.1,70.1,65.9,d,group C,standard,none,79,72,69
551,18,other,private,phd,3.6,86.1,yes,30-60 min,no,coaching,48.3,58.3,68.0,d,group C,free/reduced,none,79,76,65
552,16,female,private,diploma,4.7,87.8,yes,>60 min,yes,online videos,71.5,68.7,73.7,c,group B,free/reduced,completed,87,90,88
553,18,female,public,no formal,7.3,70.8,yes,<15 min,yes,mixed,92.6,71.2,82.5,c,group B,standard,none,40,48,50
554,15,male,public,post graduate,3.7,79.2,yes,<15 min,no,group study,57.4,33.1,54.9,e,group D,free/reduced,none,77,62,64
555,19,female,public,no formal,6.9,79.3,yes,15-30 min,no,mixed,88.5,81.2,89.8,b,group E,standard,none,53,45,40
556,17,other,private,graduate,5.1,50.4,yes,30-60 min,no,online videos,63.6,69.1,68.3,d,group C,free/reduced,none,32,39,33
557,18,female,private,no formal,0.6,50.5,yes,>60 min,yes,textbook,0.0,1.0,27.3,f,group C,standard,completed,55,72,79
558,19,male,private,high school,4.1,73.5,yes,30-60 min,no,online videos,63.9,64.0,63.8,d,group C,free/reduced,none,61,67,66
559,18,female,private,graduate,2.1,77.9,yes,<15 min,no,online videos,29.4,65.3,46.5,e,group B,free/reduced,none,53,70,70
560,19,other,private,post graduate,1.6,85.4,yes,<15 min,no,mixed,42.2,39.6,44.4,e,group D,standard,none,73,66,62
561,17,male,private,no formal,2.3,87.6,yes,30-60 min,no,group study,74.7,70.2,62.0,d,group D,standard,completed,74,75,79
562,14,other,private,high school,5.8,79.3,yes,15-30 min,yes,notes,75.6,61.6,69.5,d,group C,standard,none,63,74,74
563,16,male,private,phd,5.2,64.2,yes,15-30 min,yes,textbook,59.6,96.2,68.7,d,group C,standard,completed,96,90,92
564,15,male,public,no formal,4.5,81.0,yes,<15 min,yes,textbook,62.4,64.6,61.3,d,group D,free/reduced,completed,63,80,80
565,19,female,private,high school,4.2,63.0,yes,30-60 min,yes,mixed,73.4,59.5,60.3,d,group B,free/reduced,none,48,51,46
566,15,female,private,phd,3.4,90.9,yes,15-30 min,yes,mixed,57.9,51.3,60.6,d,group B,standard,none,48,43,45
567,15,other,public,graduate,7.1,71.2,yes,<15 min,no,textbook,81.6,75.0,77.2,c,group E,free/reduced,completed,92,100,100
568,15,male,private,no formal,7.5,94.7,yes,15-30 min,no,mixed,93.2,87.1,89.1,b,group D,free/reduced,completed,61,71,78
569,17,male,public,phd,6.2,56.4,yes,<15 min,no,notes,79.5,74.9,78.1,c,group B,free/reduced,none,63,48,47
570,17,female,public,diploma,2.7,85.3,yes,<15 min,no,coaching,43.1,32.0,46.6,e,group D,free/reduced,none,68,68,67
571,19,other,private,post graduate,7.4,71.5,yes,30-60 min,yes,textbook,100.0,89.0,97.3,a,group B,standard,completed,71,75,70
572,16,other,public,graduate,6.6,56.4,yes,15-30 min,yes,online videos,87.3,80.3,71.8,c,group A,standard,none,91,96,92
573,15,female,public,diploma,1.4,78.0,yes,<15 min,yes,mixed,53.2,44.0,52.0,e,group C,standard,none,53,62,56
574,14,other,private,diploma,3.1,60.6,yes,<15 min,yes,coaching,44.0,64.5,47.1,e,group C,free/reduced,completed,50,66,64
575,14,other,public,graduate,3.0,64.6,no,<15 min,no,notes,60.5,72.7,55.7,d,group E,standard,none,74,81,71
576,16,other,public,diploma,6.0,72.8,yes,>60 min,no,mixed,90.5,59.6,70.6,c,group A,free/reduced,completed,40,55,53
577,19,other,private,high school,4.4,68.2,yes,15-30 min,no,online videos,60.0,45.5,56.5,d,group A,standard,completed,61,51,52
578,17,female,private,post graduate,2.5,69.4,yes,<15 min,no,textbook,60.8,28.2,50.1,e,group B,standard,none,81,91,89
579,19,other,public,post graduate,2.2,69.9,yes,15-30 min,no,group study,46.4,79.9,54.5,e,group B,free/reduced,completed,48,56,58
580,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,64.7,58.4,59.6,d,group D,standard,none,53,61,68
581,14,female,private,post graduate,5.5,68.4,no,<15 min,no,coaching,92.5,73.9,76.6,c,group D,standard,none,81,97,96
582,19,other,private,graduate,4.3,69.7,yes,15-30 min,no,notes,78.8,67.8,68.4,d,group E,standard,none,77,79,80
583,14,male,private,phd,2.5,79.6,no,15-30 min,no,online videos,75.1,67.0,61.8,d,group D,free/reduced,none,63,73,78
584,14,female,public,phd,5.1,74.0,yes,15-30 min,yes,textbook,73.8,58.0,75.6,c,group D,standard,completed,73,75,80
585,16,other,private,phd,8.0,58.6,yes,>60 min,yes,mixed,80.3,90.9,85.1,b,group D,standard,none,69,77,77
586,19,male,private,no formal,1.8,79.4,yes,15-30 min,yes,notes,53.2,55.3,42.7,e,group C,standard,none,65,76,76
587,18,other,public,no formal,4.5,51.8,yes,<15 min,yes,mixed,49.9,59.3,56.7,d,group A,standard,none,55,73,73
588,14,female,private,diploma,3.3,66.7,yes,>60 min,no,group study,77.0,64.1,61.8,d,group C,free/reduced,none,44,63,62
589,19,other,public,post graduate,2.1,81.0,yes,>60 min,no,group study,49.8,29.0,39.5,f,group C,standard,none,54,64,65
590,19,female,private,high school,7.1,81.2,yes,30-60 min,no,textbook,100.0,100.0,97.7,a,group A,standard,none,48,66,65
591,18,male,private,no formal,7.7,59.0,no,>60 min,no,online videos,89.2,98.1,93.8,b,group C,free/reduced,none,58,57,54
592,19,other,public,no formal,3.1,67.0,yes,<15 min,yes,group study,34.7,35.4,44.1,e,group A,standard,none,71,62,50
593,15,male,private,graduate,3.1,72.9,no,30-60 min,no,group study,51.6,48.9,44.5,e,group E,standard,none,68,68,64
594,19,male,public,phd,1.2,70.6,yes,>60 min,yes,group study,43.0,51.7,40.1,e,group E,standard,none,74,76,73
595,15,other,private,diploma,5.1,84.3,yes,<15 min,yes,group study,56.6,51.7,65.9,d,group C,standard,completed,92,100,99
596,18,other,public,post graduate,0.7,87.0,no,30-60 min,yes,textbook,53.3,57.8,45.0,e,group C,standard,completed,56,79,72
597,17,male,private,no formal,4.2,52.0,yes,<15 min,no,online videos,69.4,51.6,51.6,e,group B,free/reduced,none,30,24,15
598,18,female,public,high school,1.6,87.3,yes,<15 min,no,notes,61.6,46.8,43.6,e,group A,standard,none,53,54,48
599,17,male,public,post graduate,5.5,93.9,yes,30-60 min,yes,group study,76.0,67.7,76.7,c,group D,standard,none,69,77,73
600,17,male,private,diploma,7.5,95.7,yes,15-30 min,yes,mixed,87.6,79.0,100.0,a,group D,standard,none,65,82,81
601,17,other,public,no formal,1.2,52.8,no,15-30 min,yes,coaching,33.3,43.2,39.5,f,group D,standard,none,54,60,63
602,18,male,public,high school,6.3,94.2,yes,<15 min,yes,mixed,70.7,68.7,79.9,c,group C,standard,none,29,29,30
603,18,female,private,post graduate,6.7,58.2,yes,15-30 min,no,coaching,61.8,53.0,69.4,d,group E,standard,none,76,78,80
604,14,other,public,post graduate,1.8,66.9,yes,30-60 min,no,mixed,48.2,35.1,45.7,e,group D,free/reduced,none,60,57,51
605,18,other,private,post graduate,7.4,69.1,yes,15-30 min,yes,coaching,87.0,100.0,95.2,a,group D,free/reduced,completed,84,89,90
606,17,female,private,diploma,5.2,64.9,yes,15-30 min,no,notes,59.4,87.5,76.1,c,group C,standard,none,75,72,62
607,15,other,private,phd,4.5,64.7,no,>60 min,no,textbook,59.9,83.7,69.4,d,group C,standard,none,85,84,82
608,17,female,public,phd,5.5,58.5,no,<15 min,yes,notes,80.2,77.8,65.3,d,group C,free/reduced,none,40,58,54
609,19,male,public,diploma,2.7,83.0,yes,15-30 min,no,notes,52.5,37.0,45.1,e,group E,standard,none,61,64,62
610,19,male,public,high school,0.7,79.0,no,30-60 min,no,notes,16.9,16.5,27.3,f,group B,standard,none,58,63,65
611,19,other,private,phd,3.8,80.7,yes,30-60 min,yes,notes,58.2,59.5,52.8,e,group D,free/reduced,completed,69,60,63
612,16,other,private,diploma,6.1,76.1,yes,<15 min,no,mixed,79.6,84.3,79.4,c,group C,standard,none,58,59,66
613,18,female,private,diploma,7.4,61.0,yes,30-60 min,no,notes,76.7,87.9,79.4,c,group C,standard,completed,94,90,91
614,16,other,public,phd,3.7,79.3,yes,>60 min,no,mixed,67.9,78.3,70.9,c,group C,standard,none,65,77,74
615,18,other,public,high school,2.5,82.7,no,30-60 min,no,group study,69.6,56.5,56.0,d,group A,standard,none,82,93,93
616,17,female,private,phd,1.5,52.6,yes,>60 min,no,notes,30.7,50.3,39.5,f,group C,standard,none,60,68,72
617,15,male,private,no formal,7.5,99.4,yes,30-60 min,no,online videos,100.0,100.0,100.0,a,group E,standard,none,37,45,38
618,15,other,private,high school,2.2,79.0,yes,<15 min,yes,notes,42.2,59.5,46.7,e,group D,standard,none,88,78,83
619,14,other,public,diploma,7.3,81.9,yes,30-60 min,yes,group study,71.0,75.8,83.5,c,group D,standard,none,95,81,84
620,14,male,public,diploma,1.9,78.5,yes,15-30 min,yes,group study,47.5,21.1,37.1,f,group C,free/reduced,completed,65,73,68
621,16,other,public,high school,0.6,84.5,yes,15-30 min,no,notes,57.6,43.0,44.8,e,group C,free/reduced,none,35,61,54
622,16,male,private,phd,2.2,82.8,yes,<15 min,yes,group study,42.3,39.9,41.3,e,group B,free/reduced,none,62,63,56
623,14,other,private,graduate,4.2,90.0,yes,>60 min,yes,notes,80.0,66.8,70.9,c,group C,free/reduced,completed,58,51,52
624,16,female,private,post graduate,3.1,58.1,no,15-30 min,yes,notes,43.6,36.5,48.5,e,group A,standard,completed,100,96,86
625,17,other,private,post graduate,7.3,58.2,yes,>60 min,yes,textbook,89.2,79.5,81.6,c,group E,free/reduced,none,61,58,62
626,15,other,public,graduate,4.6,61.0,yes,>60 min,no,notes,70.4,60.9,70.6,c,group D,standard,completed,100,97,99
627,16,female,public,graduate,1.4,98.2,yes,15-30 min,yes,coaching,35.2,33.4,42.5,e,group B,free/reduced,completed,69,70,63
628,16,male,private,graduate,5.2,67.9,yes,<15 min,yes,coaching,69.8,62.9,71.0,c,group D,standard,none,61,48,46
629,17,other,public,post graduate,3.4,65.8,yes,30-60 min,yes,mixed,47.1,28.1,47.1,e,group D,free/reduced,none,49,57,46
630,16,female,public,phd,5.6,61.5,yes,<15 min,no,textbook,66.5,59.3,61.6,d,group C,standard,completed,44,51,55
631,18,female,private,high school,6.4,74.1,no,30-60 min,yes,online videos,59.4,88.1,83.2,c,group D,standard,none,67,64,70
632,15,male,private,graduate,7.9,95.3,yes,30-60 min,no,online videos,95.8,89.0,99.9,a,group B,standard,none,79,60,65
633,16,male,public,high school,4.8,83.7,yes,30-60 min,yes,group study,75.2,75.5,63.1,d,group B,standard,completed,66,74,81
634,16,female,private,high school,3.3,59.4,yes,30-60 min,yes,group study,50.9,43.6,52.0,e,group C,standard,none,75,88,85
635,15,female,public,phd,3.8,91.9,no,<15 min,yes,group study,63.9,76.2,76.6,c,group D,standard,none,84,84,80
636,18,female,public,diploma,3.5,97.3,yes,<15 min,yes,online videos,67.3,49.8,57.1,d,group A,standard,none,71,74,64
637,15,female,private,post graduate,3.9,85.7,yes,30-60 min,yes,textbook,67.4,47.8,61.5,d,group B,free/reduced,completed,67,80,81
638,15,other,public,post graduate,0.7,79.7,no,<15 min,no,textbook,33.4,36.0,41.2,e,group D,standard,completed,80,92,88
639,18,other,public,no formal,2.4,83.6,yes,15-30 min,no,coaching,45.8,52.1,59.2,d,group E,standard,none,86,76,74
640,19,female,public,diploma,7.9,86.8,yes,<15 min,yes,group study,100.0,98.0,99.2,a,group D,standard,none,76,74,73
641,18,other,private,high school,7.5,93.0,yes,15-30 min,no,mixed,90.8,97.5,94.5,b,group D,standard,none,41,52,51
642,19,female,private,high school,0.9,82.9,yes,<15 min,yes,notes,4.2,53.2,33.5,f,group D,free/reduced,completed,74,88,90
643,19,female,public,high school,7.8,76.6,yes,15-30 min,yes,coaching,74.2,89.6,86.3,b,group B,free/reduced,none,72,81,79
644,16,female,private,graduate,6.4,59.1,yes,15-30 min,yes,mixed,80.0,85.1,83.8,c,group E,standard,completed,74,79,80
645,18,other,public,no formal,0.5,68.7,yes,<15 min,no,mixed,39.6,19.3,21.6,f,group B,standard,none,70,65,60
646,15,male,public,diploma,7.4,54.2,yes,<15 min,no,notes,91.3,69.8,84.1,c,group B,standard,completed,65,81,81
647,16,female,public,high school,7.7,86.4,yes,>60 min,yes,coaching,81.9,100.0,97.5,a,group D,standard,none,59,70,65
648,17,male,public,phd,5.2,99.6,yes,15-30 min,no,mixed,79.6,79.9,86.8,b,group E,free/reduced,none,64,62,68
649,19,female,private,post graduate,6.4,54.8,yes,15-30 min,yes,online videos,80.1,65.9,65.7,d,group B,standard,none,50,53,55
650,19,other,private,diploma,3.0,72.0,yes,>60 min,yes,textbook,43.6,51.2,55.1,d,group D,standard,completed,69,79,81
651,16,female,private,high school,4.8,85.0,yes,<15 min,no,online videos,81.9,47.1,74.7,c,group C,free/reduced,completed,51,56,53
