student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race/ethnicity,lunch,test preparation course,math score,reading score,writing score
878,18,male,private,post graduate,4.4,54.1,yes,>60 min,yes,group study,46.3,58.6,50.1,e,group C,standard,none,57,61,54
226,15,other,private,diploma,5.2,99.9,yes,>60 min,yes,online videos,95.9,78.3,85.6,b,group E,free/reduced,none,45,56,54
27,16,other,public,post graduate,5.9,74.9,yes,15-30 min,no,textbook,92.8,86.9,82.5,c,group B,standard,none,69,54,55
955,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,textbook,50.4,46.6,50.4,e,group C,standard,none,62,69,69
438,19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,48.8,38.2,40.5,e,group D,free/reduced,none,75,66,73
952,15,other,private,graduate,6.9,59.0,yes,>60 min,yes,mixed,90.0,80.2,85.1,b,group D,standard,completed,75,77,83
365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,online videos,79.5,62.7,79.7,c,group C,standard,none,59,60,58
230,15,female,public,post graduate,3.9,58.5,yes,>60 min,yes,mixed,71.6,47.1,44.6,e,group C,standard,completed,88,95,94
38,18,female,public,high school,4.2,91.3,yes,15-30 min,no,notes,73.5,61.7,79.0,c,group D,free/reduced,none,50,64,59
966,17,other,private,post graduate,5.7,61.1,yes,30-60 min,yes,group study,77.1,61.6,72.1,c,group D,standard,none,62,70,72
375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,group study,43.5,47.9,37.8,f,group D,standard,none,59,70,73
470,19,other,public,phd,1.3,96.1,yes,>60 min,no,coaching,34.7,38.1,51.0,e,group C,standard,none,91,74,76
968,15,other,public,graduate,1.0,76.1,yes,>60 min,no,online videos,33.1,21.1,41.1,e,group C,standard,none,63,63,60
851,19,male,private,high school,6.0,72.8,yes,30-60 min,no,textbook,58.3,71.3,68.6,d,group C,standard,none,71,67,67
705,14,male,private,no formal,1.1,55.0,yes,15-30 min,no,textbook,19.9,14.2,26.0,f,group B,free/reduced,completed,59,63,64
842,17,female,private,phd,0.8,96.4,yes,15-30 min,no,coaching,37.8,48.1,37.5,f,group C,standard,none,64,58,51
195,19,female,private,no formal,1.9,51.1,yes,<15 min,yes,online videos,36.9,36.8,32.5,f,group C,standard,completed,69,84,85
855,15,other,public,diploma,1.5,64.9,yes,15-30 min,no,notes,37.1,13.4,34.1,f,group C,standard,none,62,64,55
865,19,other,private,post graduate,2.5,89.5,yes,>60 min,yes,mixed,64.1,39.4,52.1,e,group C,standard,none,97,93,91
504,19,male,public,post graduate,2.4,68.0,yes,<15 min,yes,textbook,49.6,30.4,38.4,f,group E,standard,completed,95,89,92
970,14,other,public,phd,3.3,78.3,yes,>60 min,no,textbook,72.9,62.0,62.9,d,group B,standard,none,75,84,80
831,15,other,public,diploma,4.1,83.0,yes,30-60 min,yes,online videos,53.4,64.6,65.3,d,group A,free/reduced,none,61,60,57
580,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,64.7,58.4,59.6,d,group D,standard,none,53,61,68
969,19,female,public,high school,3.4,61.0,yes,30-60 min,yes,group study,33.6,40.6,42.3,e,group E,standard,none,68,76,67
163,16,other,private,diploma,0.6,72.8,yes,30-60 min,yes,group study,13.9,45.8,37.8,f,group B,free/reduced,none,49,53,52
909,16,female,private,no formal,3.6,66.8,yes,<15 min,no,mixed,62.7,35.3,50.6,e,group C,free/reduced,none,67,75,72
153,19,female,public,diploma,0.8,56.3,yes,>60 min,no,notes,26.2,14.7,22.6,f,group B,standard,completed,59,70,66
802,15,female,public,no formal,6.3,94.2,yes,>60 min,yes,notes,72.5,100.0,82.5,c,group C,standard,completed,76,80,73
994,16,male,private,no formal,3.1,70.1,yes,15-30 min,no,notes,46.4,33.8,47.8,e,group D,free/reduced,none,62,72,74
756,16,other,public,no formal,1.5,52.6,yes,>60 min,no,notes,25.0,49.6,28.0,f,group E,standard,none,84,95,92
112,18,other,private,high school,7.7,59.3,yes,30-60 min,yes,online videos,85.1,76.7,88.9,b,group C,standard,none,62,55,49
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,56.3,52.6,63.1,d,group C,standard,none,72,72,71
689,16,other,private,no formal,3.6,69.1,yes,<15 min,yes,online videos,53.4,96.7,60.5,d,group A,free/reduced,none,53,58,44
104,14,other,private,graduate,7.1,74.5,yes,30-60 min,no,online videos,75.6,89.0,81.9,c,group B,standard,completed,60,44,47
422,18,female,private,graduate,6.9,75.6,yes,>60 min,yes,online videos,89.0,76.0,80.4,c,group D,standard,completed,57,58,64
420,17,female,private,high school,2.3,76.3,yes,>60 min,no,online videos,47.9,62.9,58.8,d,group E,free/reduced,completed,57,56,54
751,19,other,public,high school,2.0,69.9,yes,<15 min,yes,group study,67.0,48.5,43.9,e,group D,standard,completed,71,69,68
587,18,other,public,no formal,4.5,51.8,yes,<15 min,yes,mixed,49.9,59.3,56.7,d,group A,standard,none,55,73,73
781,19,male,private,diploma,2.3,93.0,yes,<15 min,yes,group study,69.1,48.2,59.7,d,group D,free/reduced,none,46,56,57
673,17,male,public,post graduate,6.2,66.8,yes,<15 min,yes,online videos,78.5,78.1,80.2,c,group C,standard,none,69,78,76
120,14,other,public,phd,7.6,73.1,yes,15-30 min,no,online videos,79.1,72.6,81.9,c,group C,standard,none,55,69,65
54,16,other,public,post graduate,6.3,91.4,no,>60 min,yes,coaching,93.3,85.2,88.4,b,group D,standard,none,88,78,75
152,15,other,private,graduate,2.1,77.5,yes,30-60 min,no,group study,37.9,45.6,39.3,f,group A,standard,none,77,67,68
404,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,notes,81.1,92.8,88.2,b,group D,standard,completed,88,99,100
946,14,female,private,graduate,0.8,88.4,yes,>60 min,yes,notes,39.5,47.2,32.5,f,group C,standard,none,54,61,58
208,19,female,public,graduate,3.7,52.6,yes,15-30 min,yes,mixed,60.5,66.4,57.8,d,group E,standard,completed,81,80,76
659,14,female,private,post graduate,3.8,62.0,yes,30-60 min,no,coaching,72.7,59.9,64.3,d,group D,free/reduced,none,43,60,58
844,14,female,public,high school,2.5,84.4,yes,>60 min,no,textbook,24.1,47.6,52.2,e,group B,free/reduced,completed,74,77,76
763,19,female,public,phd,2.2,69.4,yes,30-60 min,no,mixed,37.5,47.1,39.3,f,group D,standard,completed,78,81,86
9,15,other,private,high school,3.2,89.6,yes,15-30 min,yes,mixed,59.5,38.3,55.2,d,group D,free/reduced,completed,64,64,67
808,14,female,private,post graduate,6.6,63.4,yes,>60 min,yes,textbook,85.6,83.7,80.0,c,group E,free/reduced,none,41,45,40
37,19,other,public,diploma,0.6,82.1,yes,>60 min,no,coaching,43.5,35.0,42.0,e,group D,standard,none,74,81,83
453,16,other,private,graduate,5.1,79.9,yes,<15 min,yes,notes,75.3,68.6,75.3,c,group C,free/reduced,none,65,77,74
652,17,male,public,post graduate,6.0,51.5,yes,<15 min,no,online videos,66.6,72.2,75.2,c,group A,standard,completed,68,80,76
254,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,82.2,61.5,63.2,d,group D,standard,none,80,80,72
304,19,male,private,high school,4.5,79.9,no,>60 min,yes,textbook,82.6,65.9,73.2,c,group B,standard,none,80,76,64
747,17,other,private,graduate,2.7,83.7,yes,15-30 min,no,group study,53.7,58.7,62.7,d,group D,standard,none,69,75,71
572,16,other,public,graduate,6.6,56.4,yes,15-30 min,yes,online videos,87.3,80.3,71.8,c,group A,standard,none,91,96,92
624,16,female,private,post graduate,3.1,58.1,no,15-30 min,yes,notes,43.6,36.5,48.5,e,group A,standard,completed,100,96,86
733,19,male,private,high school,1.3,92.1,yes,30-60 min,yes,mixed,48.9,51.3,54.9,e,group C,standard,completed,87,89,94
892,18,male,public,diploma,3.3,52.2,yes,<15 min,no,mixed,36.1,38.5,47.6,e,group E,standard,none,85,92,85
263,15,female,private,phd,7.8,64.4,no,30-60 min,no,coaching,98.5,87.4,86.1,b,group C,free/reduced,none,44,50,51
611,19,other,private,phd,3.8,80.7,yes,30-60 min,yes,notes,58.2,59.5,52.8,e,group D,free/reduced,completed,69,60,63
298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,notes,44.9,35.6,48.5,e,group E,standard,completed,71,74,68
415,14,female,public,phd,6.2,99.3,yes,>60 min,no,online videos,97.4,95.1,80.8,c,group C,free/reduced,completed,51,72,79
151,19,other,public,high school,2.0,70.8,yes,30-60 min,no,group study,30.8,32.8,36.9,f,group A,standard,completed,62,67,69
789,17,other,public,graduate,7.3,74.9,yes,30-60 min,yes,textbook,100.0,96.8,97.1,a,group C,free/reduced,none,68,65,61
641,18,other,private,high school,7.5,93.0,yes,15-30 min,no,mixed,90.8,97.5,94.5,b,group D,standard,none,41,52,51
890,15,female,private,post graduate,5.9,80.9,yes,15-30 min,no,online videos,62.4,81.1,71.7,c,group D,free/reduced,none,44,51,48
551,18,other,private,phd,3.6,86.1,yes,30-60 min,no,coaching,48.3,58.3,68.0,d,group C,free/reduced,none,79,76,65
887,14,male,public,diploma,7.4,63.1,yes,>60 min,no,online videos,91.6,73.0,83.3,c,group E,standard,completed,93,100,95
489,18,male,public,post graduate,4.0,86.4,yes,30-60 min,yes,textbook,57.7,51.8,68.2,d,group B,standard,completed,64,53,57
148,15,female,private,diploma,5.0,93.8,yes,15-30 min,yes,coaching,77.1,74.9,71.7,c,group C,free/reduced,none,73,68,66
147,14,male,private,graduate,6.2,83.7,no,30-60 min,yes,mixed,78.5,82.8,84.5,c,group B,standard,none,88,84,75
721,14,other,private,high school,3.1,64.1,yes,>60 min,yes,textbook,57.0,59.1,60.1,d,group C,free/reduced,none,62,72,70
932,18,other,public,graduate,3.7,79.9,yes,15-30 min,yes,notes,50.7,61.7,54.8,e,group D,free/reduced,none,62,57,62
740,19,other,public,post graduate,3.1,60.3,no,>60 min,yes,notes,56.1,71.6,53.2,e,group C,free/reduced,none,61,60,55
660,15,male,public,no formal,0.8,58.4,no,>60 min,no,notes,15.3,25.0,23.9,f,group D,standard,none,90,87,85
349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,54.1,38.2,53.1,e,group D,free/reduced,none,75,74,66
464,16,female,private,phd,3.6,98.7,yes,>60 min,no,textbook,50.5,59.0,61.9,d,group C,free/reduced,none,77,90,91
326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,mixed,38.4,48.7,46.2,e,group C,standard,none,82,90,94
187,14,male,private,high school,0.7,99.5,yes,30-60 min,no,coaching,49.6,46.3,44.7,e,group E,standard,none,80,76,65
124,16,male,private,diploma,6.7,61.0,yes,>60 min,no,group study,86.2,80.0,87.8,b,group D,free/reduced,none,63,57,56
854,15,male,private,no formal,3.8,63.6,yes,30-60 min,no,coaching,63.3,53.4,57.4,d,group E,standard,none,82,67,61
609,19,male,public,diploma,2.7,83.0,yes,15-30 min,no,notes,52.5,37.0,45.1,e,group E,standard,none,61,64,62
144,16,other,private,diploma,7.7,56.0,yes,<15 min,no,mixed,91.3,92.0,78.7,c,group A,standard,none,57,43,47
959,19,female,private,phd,5.1,61.1,yes,15-30 min,yes,group study,59.7,52.6,55.4,d,group D,standard,none,45,63,59
198,14,female,private,graduate,6.4,80.0,yes,30-60 min,yes,coaching,92.6,94.7,90.7,b,group E,free/reduced,none,55,56,51
610,19,male,public,high school,0.7,79.0,no,30-60 min,no,notes,16.9,16.5,27.3,f,group B,standard,none,58,63,65
280,14,female,public,post graduate,3.5,73.5,yes,>60 min,yes,textbook,64.0,60.3,56.5,d,group B,free/reduced,none,73,56,57
294,15,male,private,post graduate,3.8,58.3,yes,<15 min,no,mixed,59.1,36.1,55.9,d,group E,standard,none,65,73,75
401,19,other,public,diploma,2.7,79.7,yes,30-60 min,no,online videos,54.9,52.5,55.0,e,group C,standard,completed,59,54,67
123,17,male,private,diploma,7.9,93.8,yes,>60 min,yes,coaching,100.0,95.8,98.4,a,group C,standard,completed,88,93,93
184,18,other,private,diploma,7.7,56.6,yes,30-60 min,no,textbook,89.3,98.0,81.5,c,group D,standard,none,65,69,70
203,16,male,public,high school,7.8,90.9,yes,15-30 min,no,mixed,92.8,100.0,100.0,a,group C,standard,none,69,77,69
439,14,female,private,phd,5.9,72.1,yes,15-30 min,no,textbook,91.1,77.6,81.7,c,group C,standard,none,70,56,51
247,18,other,public,post graduate,4.2,70.6,yes,30-60 min,no,notes,71.9,55.9,69.1,d,group E,standard,none,89,76,74
416,18,female,private,high school,3.4,80.9,yes,30-60 min,no,mixed,65.3,51.6,55.1,d,group E,standard,none,84,73,69
933,15,other,private,graduate,5.4,89.1,yes,>60 min,no,coaching,88.6,87.8,83.0,c,group D,free/reduced,completed,61,71,73
766,18,male,private,diploma,2.1,77.5,no,15-30 min,yes,textbook,54.2,57.9,52.6,e,group B,standard,none,74,72,72
907,16,male,public,post graduate,1.7,55.2,yes,15-30 min,yes,coaching,33.6,36.9,42.2,e,group B,standard,none,57,48,51
836,18,male,private,high school,5.8,99.1,yes,15-30 min,yes,notes,95.9,80.9,86.9,b,group C,standard,completed,60,64,74
888,15,female,public,graduate,0.7,86.0,no,<15 min,yes,mixed,37.4,35.3,38.9,f,group C,free/reduced,none,54,72,59
130,17,male,private,graduate,5.9,73.9,yes,15-30 min,yes,textbook,66.8,92.5,81.1,c,group A,standard,none,51,49,51
638,15,other,public,post graduate,0.7,79.7,no,<15 min,no,textbook,33.4,36.0,41.2,e,group D,standard,completed,80,92,88
403,15,male,private,no formal,3.5,70.2,yes,>60 min,yes,notes,59.7,46.0,56.1,d,group A,free/reduced,none,49,65,55
785,16,female,public,diploma,3.4,79.5,yes,15-30 min,no,textbook,63.5,77.8,65.5,d,group C,standard,completed,91,81,79
771,17,female,private,post graduate,2.1,66.5,yes,15-30 min,no,coaching,28.3,28.5,33.9,f,group B,standard,none,52,48,49
736,18,male,private,graduate,5.0,84.0,yes,<15 min,yes,notes,84.1,69.3,71.4,c,group C,standard,none,67,57,59
914,19,female,private,post graduate,0.9,92.6,no,<15 min,no,coaching,22.7,30.0,40.7,e,group C,free/reduced,completed,47,62,66
220,19,other,private,high school,3.0,52.7,yes,15-30 min,no,textbook,49.2,42.7,47.3,e,group B,standard,completed,61,56,56
642,19,female,private,high school,0.9,82.9,yes,<15 min,yes,notes,4.2,53.2,33.5,f,group D,free/reduced,completed,74,88,90
916,16,male,public,high school,6.8,90.3,yes,<15 min,no,coaching,94.0,96.4,88.3,b,group E,standard,none,68,70,66
753,14,male,private,diploma,4.2,57.6,yes,30-60 min,no,group study,65.0,30.5,46.8,e,group C,free/reduced,completed,79,77,75
807,17,female,private,diploma,4.9,56.2,yes,30-60 min,yes,notes,71.5,72.0,70.1,c,group D,free/reduced,none,64,74,75
920,17,other,public,phd,7.5,82.7,yes,15-30 min,yes,coaching,88.4,75.6,84.6,c,group B,standard,completed,91,96,91
625,17,other,private,post graduate,7.3,58.2,yes,>60 min,yes,textbook,89.2,79.5,81.6,c,group E,free/reduced,none,61,58,62
875,18,other,public,diploma,5.8,63.0,yes,>60 min,no,coaching,61.3,68.7,65.6,d,group C,free/reduced,none,43,62,61
761,15,male,private,no formal,2.2,83.9,no,>60 min,no,mixed,55.5,40.4,51.2,e,group C,free/reduced,none,53,72,64
387,14,other,private,diploma,7.4,97.1,yes,30-60 min,no,textbook,92.9,90.5,93.7,b,group E,standard,none,64,73,70
973,16,other,public,no formal,7.0,65.5,no,<15 min,yes,mixed,90.9,79.1,74.0,c,group A,free/reduced,completed,53,50,60
510,15,female,public,high school,5.7,77.5,yes,30-60 min,no,online videos,82.6,74.1,80.3,c,group C,standard,none,86,92,87
268,16,female,private,high school,6.9,59.4,yes,30-60 min,yes,online videos,63.0,80.2,72.6,c,group D,standard,none,69,72,77
820,19,female,public,diploma,7.0,98.0,yes,>60 min,no,coaching,100.0,98.9,96.3,a,group C,standard,none,77,91,88
442,15,male,public,diploma,4.2,78.0,no,<15 min,no,group study,62.6,61.2,61.8,d,group D,standard,none,78,81,80
497,14,male,public,no formal,3.0,86.2,yes,>60 min,yes,mixed,41.9,56.8,54.9,e,group C,standard,none,54,48,52
113,17,male,public,diploma,1.4,64.3,yes,>60 min,no,group study,43.7,43.6,35.7,f,group A,standard,none,54,53,47
692,18,male,private,post graduate,6.6,53.3,yes,<15 min,yes,group study,69.5,81.2,68.9,d,group E,free/reduced,none,73,76,78
233,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,46.2,50.7,39.7,f,group B,standard,none,67,86,83
870,14,female,public,diploma,5.6,83.6,yes,15-30 min,no,coaching,79.3,75.8,69.4,d,group C,free/reduced,none,49,51,51
608,17,female,public,phd,5.5,58.5,no,<15 min,yes,notes,80.2,77.8,65.3,d,group C,free/reduced,none,40,58,54
672,17,female,public,high school,2.2,74.8,yes,<15 min,no,group study,36.3,34.1,39.2,f,group D,free/reduced,none,52,57,50
374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,online videos,100.0,98.7,82.2,c,group D,standard,completed,82,97,96
982,18,female,private,graduate,5.9,75.8,no,15-30 min,no,coaching,64.2,70.1,70.5,c,group D,standard,none,81,78,78
843,19,other,public,high school,6.2,57.2,no,15-30 min,no,online videos,80.7,68.3,72.7,c,group B,free/reduced,completed,23,44,36
234,18,male,public,diploma,4.4,55.6,yes,15-30 min,no,textbook,45.5,50.3,52.6,e,group E,standard,none,92,87,78
786,17,male,private,graduate,7.5,88.1,yes,<15 min,yes,mixed,81.6,87.3,85.3,b,group B,standard,completed,32,51,44
677,17,female,public,no formal,6.7,71.8,yes,30-60 min,yes,mixed,82.6,100.0,92.0,b,group E,standard,completed,73,78,76
318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,coaching,39.6,70.0,50.5,e,group C,standard,none,83,72,78
649,19,female,private,post graduate,6.4,54.8,yes,15-30 min,yes,online videos,80.1,65.9,65.7,d,group B,standard,none,50,53,55
411,15,other,private,no formal,5.6,52.1,yes,<15 min,yes,group study,58.2,55.2,58.3,d,group D,standard,completed,70,71,74
899,14,female,public,no formal,7.0,92.3,yes,15-30 min,yes,notes,100.0,92.3,97.0,a,group D,standard,completed,67,54,63
710,16,male,public,diploma,2.8,92.2,yes,30-60 min,yes,textbook,49.3,45.0,53.4,e,group D,free/reduced,completed,42,61,58
359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,mixed,57.3,76.4,60.3,d,group D,free/reduced,none,59,62,61
259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,56.7,45.3,58.4,d,group B,standard,none,70,75,78
745,18,other,private,high school,1.8,77.5,yes,>60 min,no,group study,46.3,53.0,43.1,e,group B,free/reduced,none,55,55,47
628,16,male,private,graduate,5.2,67.9,yes,<15 min,yes,coaching,69.8,62.9,71.0,c,group D,standard,none,61,48,46
633,16,male,public,high school,4.8,83.7,yes,30-60 min,yes,group study,75.2,75.5,63.1,d,group B,standard,completed,66,74,81
283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,89.6,76.3,76.3,c,group D,free/reduced,none,73,79,84
377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,coaching,63.7,85.1,80.5,c,group D,standard,none,80,90,82
385,14,female,private,high school,7.4,59.1,yes,15-30 min,no,mixed,88.2,66.9,83.0,c,group A,free/reduced,none,38,43,43
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,textbook,91.5,82.8,77.4,c,group B,standard,completed,52,66,73
954,16,other,public,high school,7.0,56.1,yes,15-30 min,yes,notes,72.9,78.6,82.2,c,group C,standard,completed,58,52,54
815,18,other,private,diploma,7.7,53.6,yes,15-30 min,no,online videos,93.4,80.1,91.8,b,group C,standard,none,72,80,83
473,16,female,private,no formal,4.6,94.6,yes,30-60 min,yes,notes,89.0,83.0,82.8,c,group C,standard,completed,68,86,84
348,19,female,private,post graduate,7.9,82.0,yes,15-30 min,no,textbook,100.0,93.9,99.6,a,group C,standard,completed,77,94,95
506,16,other,private,high school,1.0,66.5,yes,30-60 min,yes,group study,28.5,35.6,42.0,e,group B,standard,none,82,82,80
640,19,female,public,diploma,7.9,86.8,yes,<15 min,yes,group study,100.0,98.0,99.2,a,group D,standard,none,76,74,73
988,15,other,public,no formal,5.2,64.8,no,30-60 min,yes,textbook,76.0,85.3,77.1,c,group E,standard,completed,81,75,76
929,16,female,public,post graduate,4.0,97.6,yes,15-30 min,yes,coaching,61.9,72.1,66.3,d,group E,free/reduced,completed,46,43,44
906,18,other,private,phd,0.5,94.8,yes,<15 min,yes,group study,56.1,33.2,50.3,e,group D,standard,none,88,77,77
620,14,male,public,diploma,1.9,78.5,yes,15-30 min,yes,group study,47.5,21.1,37.1,f,group C,free/reduced,completed,65,73,68
856,19,female,private,post graduate,6.3,78.9,yes,15-30 min,no,online videos,83.6,76.8,85.2,b,group B,standard,none,97,97,96
804,19,female,public,high school,4.1,95.8,yes,<15 min,yes,notes,72.9,76.4,75.4,c,group B,standard,none,82,85,87
646,15,male,public,diploma,7.4,54.2,yes,<15 min,no,notes,91.3,69.8,84.1,c,group B,standard,completed,65,81,81
847,14,other,public,diploma,1.2,91.2,yes,15-30 min,yes,group study,49.1,50.9,40.4,e,group C,standard,completed,91,85,85
557,18,female,private,no formal,0.6,50.5,yes,>60 min,yes,textbook,0.0,1.0,27.3,f,group C,standard,completed,55,72,79
958,17,other,public,no formal,4.5,55.3,yes,15-30 min,yes,coaching,71.8,71.0,66.8,d,group D,standard,none,92,100,100
578,17,female,private,post graduate,2.5,69.4,yes,<15 min,no,textbook,60.8,28.2,50.1,e,group B,standard,none,81,91,89
796,15,male,public,no formal,4.7,53.7,yes,30-60 min,no,group study,59.7,69.2,66.1,d,group E,free/reduced,completed,57,68,73
86,18,female,public,graduate,0.9,82.4,yes,>60 min,no,online videos,45.7,45.0,43.9,e,group C,standard,none,73,80,82
243,14,male,public,diploma,3.4,79.5,no,<15 min,no,online videos,67.8,74.7,64.0,d,group D,standard,none,56,52,55
699,14,male,private,post graduate,3.1,68.6,no,15-30 min,no,coaching,68.4,48.9,57.5,d,group D,standard,completed,57,78,79
160,18,female,public,post graduate,7.0,60.6,yes,<15 min,yes,group study,71.7,77.0,86.0,b,group D,free/reduced,none,66,62,64
525,15,other,public,diploma,1.5,51.9,yes,15-30 min,yes,textbook,13.7,25.7,26.1,f,group C,standard,completed,53,52,49
36,14,other,private,diploma,8.0,50.2,yes,30-60 min,no,online videos,99.8,100.0,90.4,b,group E,standard,completed,81,81,79
541,18,female,private,phd,5.4,66.1,yes,>60 min,no,mixed,69.4,60.3,68.7,d,group C,standard,completed,75,69,68
171,14,other,public,diploma,2.1,76.2,no,<15 min,no,mixed,33.5,38.2,39.6,f,group A,standard,completed,72,73,74
655,17,female,private,no formal,5.4,64.7,yes,>60 min,no,group study,69.1,80.6,71.9,c,group B,standard,none,73,79,79
891,14,male,private,graduate,6.3,89.3,yes,<15 min,yes,mixed,85.7,92.8,77.9,c,group E,standard,completed,86,85,91
858,14,male,public,diploma,5.0,96.0,yes,>60 min,yes,online videos,81.0,92.7,79.5,c,group C,standard,none,65,79,81
848,14,female,public,graduate,1.9,63.1,yes,30-60 min,no,mixed,32.3,51.5,44.9,e,group D,standard,none,64,54,50
945,14,female,private,phd,4.2,95.4,yes,30-60 min,no,coaching,62.1,68.4,65.6,d,group B,standard,none,58,68,61
734,18,male,private,post graduate,2.7,58.3,yes,30-60 min,yes,notes,37.8,26.3,40.4,e,group D,standard,none,55,47,44
96,15,male,public,no formal,6.8,59.2,yes,30-60 min,no,notes,79.9,88.2,87.9,b,group C,free/reduced,completed,78,81,82
564,15,male,public,no formal,4.5,81.0,yes,<15 min,yes,textbook,62.4,64.6,61.3,d,group D,free/reduced,completed,63,80,80
241,14,female,public,diploma,0.6,81.0,yes,>60 min,no,online videos,19.4,28.1,36.1,f,group D,free/reduced,completed,73,68,66
743,17,other,public,post graduate,6.3,61.2,yes,<15 min,yes,notes,95.7,86.7,80.6,c,group C,standard,none,81,84,82
575,14,other,public,graduate,3.0,64.6,no,<15 min,no,notes,60.5,72.7,55.7,d,group E,standard,none,74,81,71
691,19,male,private,post graduate,3.9,85.8,yes,>60 min,no,mixed,53.9,54.8,59.0,d,group C,standard,none,49,53,53
461,18,other,public,phd,6.2,88.5,yes,<15 min,yes,online videos,80.9,92.0,86.9,b,group C,free/reduced,none,53,58,55
554,15,male,public,post graduate,3.7,79.2,yes,<15 min,no,group study,57.4,33.1,54.9,e,group D,free/reduced,none,77,62,64
889,14,female,public,diploma,7.1,72.9,yes,<15 min,yes,online videos,100.0,85.9,92.5,b,group D,free/reduced,none,69,65,74
207,18,female,private,diploma,4.8,89.7,yes,15-30 min,no,mixed,82.3,71.1,80.2,c,group E,standard,none,82,62,62
393,16,male,private,post graduate,1.5,72.6,yes,<15 min,no,group study,53.8,45.1,47.9,e,group E,standard,none,76,67,67
795,16,male,public,diploma,2.6,82.9,no,30-60 min,yes,textbook,44.5,54.8,50.2,e,group B,standard,none,42,52,51
398,15,male,public,high school,0.9,59.1,yes,30-60 min,yes,coaching,37.5,32.7,32.1,f,group C,standard,none,85,89,95
767,17,other,public,no formal,7.4,62.3,yes,15-30 min,no,notes,96.0,98.4,94.1,b,group C,standard,completed,58,75,77
849,18,male,public,graduate,6.1,75.0,yes,>60 min,yes,mixed,80.7,94.7,79.6,c,group C,standard,none,59,72,68
218,14,male,public,graduate,0.6,70.9,yes,<15 min,no,textbook,47.9,35.1,43.0,e,group C,free/reduced,none,34,42,39
5,16,female,public,high school,1.3,61.0,yes,30-60 min,yes,group study,32.7,30.0,25.4,f,group C,standard,none,76,78,75
769,14,male,private,high school,1.3,85.9,yes,15-30 min,yes,mixed,22.7,40.2,35.4,f,group D,standard,none,68,71,75
643,19,female,public,high school,7.8,76.6,yes,15-30 min,yes,coaching,74.2,89.6,86.3,b,group B,free/reduced,none,72,81,79
930,17,male,private,diploma,6.1,86.3,yes,15-30 min,no,group study,61.1,66.3,74.9,c,group C,free/reduced,none,48,56,51
613,18,female,private,diploma,7.4,61.0,yes,30-60 min,no,notes,76.7,87.9,79.4,c,group C,standard,completed,94,90,91
739,18,other,private,high school,1.2,61.4,no,<15 min,no,notes,43.8,43.2,41.3,e,group D,standard,none,81,71,73
547,16,other,public,diploma,4.3,59.1,no,30-60 min,yes,notes,62.3,71.0,67.4,d,group A,standard,completed,92,100,97
726,14,male,private,phd,4.1,65.1,yes,>60 min,yes,online videos,44.8,58.2,51.7,e,group E,standard,completed,81,74,71
684,19,male,private,phd,4.9,71.5,yes,30-60 min,yes,mixed,87.4,80.7,69.1,d,group C,free/reduced,completed,29,40,44
99,17,other,private,post graduate,1.4,82.3,yes,15-30 min,no,coaching,50.4,48.3,39.9,f,group D,free/reduced,none,58,67,62
805,18,other,public,phd,4.1,76.6,yes,30-60 min,no,group study,65.2,72.7,71.2,c,group C,standard,none,73,76,78
728,14,female,private,no formal,3.6,68.3,no,30-60 min,yes,mixed,65.9,60.4,60.8,d,group E,standard,completed,68,51,57
574,14,other,private,diploma,3.1,60.6,yes,<15 min,yes,coaching,44.0,64.5,47.1,e,group C,free/reduced,completed,50,66,64
407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,26.2,38.3,31.9,f,group B,standard,completed,65,65,63
503,19,other,private,high school,5.7,98.8,yes,30-60 min,yes,notes,81.7,79.5,86.1,b,group C,free/reduced,none,63,61,54
48,19,male,private,high school,7.8,60.4,yes,>60 min,yes,online videos,100.0,100.0,96.3,a,group C,standard,none,66,71,76
33,14,male,private,no formal,5.8,81.7,yes,30-60 min,yes,notes,72.1,84.8,78.8,c,group E,free/reduced,none,56,72,65
780,19,female,public,high school,0.7,67.5,no,15-30 min,no,group study,35.1,43.4,37.0,f,group E,standard,completed,94,85,82
